trial_kind,stimulus,stimulus_duration_msec,correct_choice,sequence_id,condition_id,task_id,trial,prompt,choice,reaction_time_msec,timestamp_start,assignment_id,worker_id,hit_id,perf
main,000142_shico_f16_yaw098_s074_lab049--034-+037_t095_gl009_xy-0023--0183_random.png,200,no,"opaque,glossy,small:5",3ad58934-c285-41c0-9c80-d4dd94543eec,"opaque,glossy,small",10,"Is there a rather **opaque**, **glossy**, **small** object?",no,932,96995,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
probe,000722_shoct_f04_yaw313_s085_lab070--028-+061_t071_gl037_xy+0079--0004_random.png,200,no,"opaque,glossy,small:5",020f2cb0-b83d-4909-9d9a-ba708f55e080,"opaque,glossy,small",11,"Is there a rather **opaque**, **glossy**, **small** object?",no,856,99241,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000625_shoct_f05_yaw236_s080_lab073--010--040_t021_gl080_xy-0187-+0029_random.png,200,no,"opaque,glossy,small:5",917dc239-29f6-4bb2-8f7c-efbf1069ec14,"opaque,glossy,small",12,"Is there a rather **opaque**, **glossy**, **small** object?",yes,714,101763,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
main,000593_shoct_f07_yaw063_s059_lab059-+003--049_t075_gl036_xy-0170--0213_random.png,200,no,"opaque,glossy,small:5",72341dda-d8d0-4625-98b3-4459395ae095,"opaque,glossy,small",13,"Is there a rather **opaque**, **glossy**, **small** object?",yes,653,103974,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
main,000574_shoct_f03_yaw174_s046_lab051-+056-+027_t061_gl023_xy-0241--0151_random.png,200,no,"opaque,glossy,small:5",7f43e068-acd0-4b22-ab0f-fcdebb6209b1,"opaque,glossy,small",14,"Is there a rather **opaque**, **glossy**, **small** object?",yes,1179,106418,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
main,000319_shico_f02_yaw010_s046_lab060-+007-+053_t015_gl054_xy-0007-+0036_random.png,200,yes,"opaque,glossy,small:5",32f1811e-e3b7-44f8-a557-eced98250c4c,"opaque,glossy,small",15,"Is there a rather **opaque**, **glossy**, **small** object?",yes,561,109055,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000847_shico_f06_yaw275_s077_lab035-+044-+030_t002_gl097_xy+0043-+0007_random.png,200,no,"opaque,glossy,small:5",96627c19-1a7e-4578-bfa1-5438d6d69062,"opaque,glossy,small",16,"Is there a rather **opaque**, **glossy**, **small** object?",no,705,110947,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000452_shdod_f09_yaw192_s069_lab066--040--002_t048_gl041_xy+0076-+0150_random.png,200,no,"opaque,glossy,small:5",80495a90-60bf-43da-9f90-8e7ea39da915,"opaque,glossy,small",17,"Is there a rather **opaque**, **glossy**, **small** object?",no,606,112881,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000770_shoct_f03_yaw257_s064_lab063-+056-+002_t054_gl051_xy-0014-+0159_random.png,200,no,"opaque,glossy,small:5",6fd35175-61ad-4f6d-bf8f-2a640d85aa54,"opaque,glossy,small",18,"Is there a rather **opaque**, **glossy**, **small** object?",no,639,114708,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000993_shdod_f07_yaw144_s080_lab073-+060--039_t074_gl092_xy+0175-+0196_random.png,200,no,"opaque,glossy,small:5",9de7df4b-556e-40de-bf21-04625657339f,"opaque,glossy,small",19,"Is there a rather **opaque**, **glossy**, **small** object?",no,695,116842,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000020_shoct_f01_yaw234_s064_lab054-+069--036_t013_gl086_xy-0239-+0207_random.png,200,no,"opaque,glossy,small:5",626f05ed-4c33-438c-be37-f6ef85eb2949,"opaque,glossy,small",20,"Is there a rather **opaque**, **glossy**, **small** object?",no,714,118783,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000717_shoct_f02_yaw154_s063_lab071--041--006_t021_gl091_xy-0240-+0176_random.png,200,yes,"opaque,glossy,small:5",6183dda8-1bea-4d26-a780-2ab951759971,"opaque,glossy,small",21,"Is there a rather **opaque**, **glossy**, **small** object?",yes,794,120713,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000583_shoct_f03_yaw188_s054_lab068--011--041_t051_gl025_xy+0215--0139_random.png,200,no,"opaque,glossy,small:5",bec7592f-c57c-4098-98c0-8a436984e942,"opaque,glossy,small",22,"Is there a rather **opaque**, **glossy**, **small** object?",yes,659,123018,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
main,000568_shoct_f03_yaw323_s071_lab063--049-+030_t004_gl017_xy-0182-+0238_random.png,200,no,"opaque,glossy,small:5",3c29eb17-3d8d-43e2-ac1a-84d4e56921ee,"opaque,glossy,small",23,"Is there a rather **opaque**, **glossy**, **small** object?",no,834,126783,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
probe,000624_shico_f10_yaw196_s048_lab052-+012-+038_t010_gl086_xy+0066--0075_random.png,200,yes,"opaque,glossy,small:5",228bbd1c-6072-43f7-893e-e44e67aa0578,"opaque,glossy,small",24,"Is there a rather **opaque**, **glossy**, **small** object?",yes,854,129653,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000252_shdod_f01_yaw133_s084_lab044-+061--027_t004_gl042_xy+0024--0147_random.png,200,no,"opaque,glossy,small:5",e697a3f9-c3e6-4dc3-b51e-eca6e618da87,"opaque,glossy,small",25,"Is there a rather **opaque**, **glossy**, **small** object?",no,702,132475,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000077_shdod_f05_yaw014_s041_lab063-+038-+021_t038_gl079_xy-0049--0154_random.png,200,yes,"opaque,glossy,small:5",0188f44c-df33-4dcb-b41b-91720f53c2ea,"opaque,glossy,small",26,"Is there a rather **opaque**, **glossy**, **small** object?",yes,833,134834,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000060_shico_f14_yaw075_s054_lab048-+025-+044_t015_gl093_xy+0199--0032_random.png,200,yes,"opaque,glossy,small:5",76b4485a-d430-4dfd-bd33-36e45705faad,"opaque,glossy,small",27,"Is there a rather **opaque**, **glossy**, **small** object?",no,1187,137420,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
main,000260_shico_f12_yaw142_s055_lab063--034-+045_t003_gl056_xy-0198--0113_random.png,200,yes,"opaque,glossy,small:5",4b081e61-a5be-40f4-9487-a566158d99df,"opaque,glossy,small",28,"Is there a rather **opaque**, **glossy**, **small** object?",yes,816,140361,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000990_shdod_f04_yaw116_s077_lab036-+041-+048_t050_gl016_xy-0066--0042_random.png,200,no,"opaque,glossy,small:5",f9d08a95-be57-4904-8d59-4d36aadec011,"opaque,glossy,small",29,"Is there a rather **opaque**, **glossy**, **small** object?",yes,832,142625,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
main,000109_shico_f12_yaw233_s051_lab065--014--039_t086_gl079_xy+0179-+0018_random.png,200,no,"opaque,glossy,small:5",7cf2f21c-57e3-49f8-9d32-db32900cc853,"opaque,glossy,small",30,"Is there a rather **opaque**, **glossy**, **small** object?",yes,725,145142,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
main,000991_shoct_f02_yaw260_s060_lab065-+009--049_t049_gl023_xy+0103-+0119_random.png,200,no,"opaque,glossy,small:5",6fb17f9c-dded-41c7-86a0-15c3a3d89243,"opaque,glossy,small",31,"Is there a rather **opaque**, **glossy**, **small** object?",yes,619,147488,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
main,000308_shico_f02_yaw117_s041_lab073-+020--040_t025_gl068_xy+0213--0044_random.png,200,yes,"opaque,glossy,small:5",8a75c0da-45ac-4079-a56e-69b11c18c925,"opaque,glossy,small",32,"Is there a rather **opaque**, **glossy**, **small** object?",yes,591,149602,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
probe,000806_shdod_f06_yaw022_s073_lab052-+002-+042_t027_gl046_xy-0017--0175_random.png,200,no,"opaque,glossy,small:5",c4436673-be9c-4eaf-8ba6-eb91084c0da6,"opaque,glossy,small",33,"Is there a rather **opaque**, **glossy**, **small** object?",no,1563,151650,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
probe,000795_shico_f19_yaw113_s046_lab053--020-+042_t086_gl033_xy+0120-+0127_random.png,200,no,"opaque,glossy,small:5",b70a5d3d-9659-44af-aec5-6d3653339c2b,"opaque,glossy,small",34,"Is there a rather **opaque**, **glossy**, **small** object?",yes,731,154592,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
main,000029_shico_f06_yaw130_s061_lab040--034-+026_t010_gl062_xy-0229-+0224_random.png,200,yes,"opaque,glossy,small:5",df1f37e3-3a12-460c-aa0a-c87a9b292fc3,"opaque,glossy,small",35,"Is there a rather **opaque**, **glossy**, **small** object?",yes,1083,156964,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000963_shico_f13_yaw112_s080_lab067-+007-+048_t097_gl038_xy+0094-+0123_random.png,200,no,"opaque,glossy,small:5",e1a0a3bd-4a6e-42c5-a5fc-ed57214fde1a,"opaque,glossy,small",36,"Is there a rather **opaque**, **glossy**, **small** object?",no,775,159362,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
probe,000758_shico_f13_yaw247_s059_lab061-+042--010_t064_gl097_xy+0211--0136_random.png,200,no,"opaque,glossy,small:5",43c1936e-3e64-47a6-acec-a7b01efa8f1e,"opaque,glossy,small",37,"Is there a rather **opaque**, **glossy**, **small** object?",no,920,161377,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000308_shico_f02_yaw117_s041_lab073-+020--040_t025_gl068_xy+0213--0044_random.png,200,yes,"opaque,glossy,small:5",1ad120c3-3467-478a-8d84-49ebb1ce8236,"opaque,glossy,small",38,"Is there a rather **opaque**, **glossy**, **small** object?",yes,837,163370,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
catch,press-yes.png,200,yes,"opaque,glossy,small:5",fe0932cd-4bac-45f2-a22b-ce47677eb739,"opaque,glossy,small",39,"Is there a rather **opaque**, **glossy**, **small** object?",yes,1127,165560,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000095_shico_f07_yaw290_s063_lab045-+021-+049_t045_gl074_xy-0040-+0037_random.png,200,no,"opaque,glossy,small:5",90571fd3-fe5a-4d6c-a298-45c422d1759d,"opaque,glossy,small",40,"Is there a rather **opaque**, **glossy**, **small** object?",yes,1333,168280,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
main,000490_shoct_f06_yaw034_s080_lab046--047-+049_t054_gl021_xy+0012-+0073_random.png,200,no,"opaque,glossy,small:5",320296ec-387d-4d82-9258-7558e34f4761,"opaque,glossy,small",41,"Is there a rather **opaque**, **glossy**, **small** object?",no,1042,171190,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000825_shico_f07_yaw324_s055_lab035-+017-+042_t026_gl089_xy+0047--0128_random.png,200,yes,"opaque,glossy,small:5",36708525-9992-4ac3-9c6d-994e4b4d0b0d,"opaque,glossy,small",42,"Is there a rather **opaque**, **glossy**, **small** object?",no,822,173586,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
main,000884_shdod_f00_yaw202_s049_lab052-+066-+051_t094_gl031_xy+0199-+0177_random.png,200,no,"opaque,glossy,small:5",bbfae0f8-2525-4efd-8efe-7428af3ec17b,"opaque,glossy,small",43,"Is there a rather **opaque**, **glossy**, **small** object?",yes,659,176328,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
probe,000477_shoct_f02_yaw254_s079_lab072--026--031_t050_gl054_xy+0141-+0183_random.png,200,no,"opaque,glossy,small:5",404ebe92-5f3e-48f8-a810-1fb148ee9084,"opaque,glossy,small",44,"Is there a rather **opaque**, **glossy**, **small** object?",no,1081,178496,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
probe,000237_shoct_f07_yaw261_s043_lab045-+060--055_t010_gl040_xy-0119--0164_random.png,200,no,"opaque,glossy,small:5",0deb6f4d-1b26-4429-b3a9-4f8230b4f65a,"opaque,glossy,small",45,"Is there a rather **opaque**, **glossy**, **small** object?",yes,763,181000,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
main,000816_shdod_f05_yaw285_s076_lab057--041-+005_t018_gl095_xy-0242--0151_random.png,200,no,"opaque,glossy,small:5",8aa54bf6-b323-4429-9044-25286e202eba,"opaque,glossy,small",46,"Is there a rather **opaque**, **glossy**, **small** object?",no,809,183478,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000404_shico_f01_yaw183_s074_lab053-+083--046_t044_gl083_xy+0048-+0030_random.png,200,no,"opaque,glossy,small:5",fb97a975-2a45-49b2-aa5d-5cf427e715f5,"opaque,glossy,small",47,"Is there a rather **opaque**, **glossy**, **small** object?",no,1167,185660,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000747_shoct_f04_yaw224_s085_lab063--014--038_t029_gl058_xy+0175--0080_random.png,200,no,"opaque,glossy,small:5",7dde30f5-c3a8-4d8e-8d6b-48c1a2b46bbf,"opaque,glossy,small",48,"Is there a rather **opaque**, **glossy**, **small** object?",no,825,188292,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
probe,000100_shoct_f02_yaw260_s074_lab059--040-+028_t071_gl091_xy-0220--0187_random.png,200,no,"opaque,glossy,small:5",44b9aa8f-5c42-4bff-9512-c073f2a4244c,"opaque,glossy,small",49,"Is there a rather **opaque**, **glossy**, **small** object?",no,681,190492,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,1
main,000438_shoct_f07_yaw036_s071_lab072--045-+008_t061_gl034_xy-0116-+0077_random.png,200,no,"opaque,glossy,small:5",bedaf74b-a695-440c-9ebd-7b9a5e01103d,"opaque,glossy,small",50,"Is there a rather **opaque**, **glossy**, **small** object?",yes,957,193936,9b586489e61fa32242d434792a69cdeca02290a2289c5d538add41333c85e8b6,079e1b75ba51c632736073339557925a0ed5e0f8922e199c82aebf4e9e5f73f0,c6411962cd1cfab55ba8c2a7fb51daf18f31bd0a5ad40718c0d026da05eee17c,0
